"year","DOY","Date","Rain","Tair","RH","RAD","Pressure","WindSpeed","CO2","DegreeDays","PAR","FDiff","VPD","Tmax","Tmin"
NA,156,"2003-06-05",0.63,21.268,86.13,12.46,898.266,0.857,374.76,11.268,5.981,0.445,3.683,26.53,18.69
NA,157,"2003-06-06",0.32,21.418,88.969,11.033,898.496,0.739,374.76,11.418,5.296,0.463,2.937,26.48,18.08
NA,158,"2003-06-07",72.94,20.502,90.844,7.154,899.479,0.615,374.76,10.502,3.434,0.509,2.301,24.17,17.83
NA,159,"2003-06-08",1.28,21.428,83.815,14.487,899.161,0.732,374.76,11.428,6.954,0.432,4.461,28.09,17.84
NA,160,"2003-06-09",0.19,22.561,85.017,16.751,899.118,0.849,374.76,12.561,8.041,0.388,4.533,28.28,17.94
NA,161,"2003-06-10",0.07,23.11,86.324,21.53,898.626,0.876,374.76,13.11,10.334,0.32,4.231,28.04,18.02
NA,162,"2003-06-11",0.25,22.289,88.236,16.765,897.945,0.821,374.76,12.289,8.047,0.388,3.387,27.76,18.77
NA,163,"2003-06-12",7.87,21.603,85.663,14.904,897.265,0.758,374.76,11.603,7.154,0.438,4.076,27.52,17.88
NA,164,"2003-06-13",43.56,21.165,87.261,19.074,897.351,0.926,374.76,11.165,9.155,0.359,3.578,27.59,16.89
NA,165,"2003-06-14",5.44,21.156,86.984,17.682,897.796,0.795,374.76,11.156,8.487,0.381,3.557,27.35,16.84
NA,166,"2003-06-15",2.08,20.975,87.696,15.404,898.141,0.896,374.76,10.975,7.394,0.427,3.248,26.26,17.61
NA,167,"2003-06-16",2.93,21.524,84.355,16.454,898.243,0.87,374.76,11.524,7.898,0.393,4.321,27.04,16.77
NA,168,"2003-06-17",2.27,21.796,85.573,21.779,898.395,0.92,374.76,11.796,10.454,0.323,4.141,28.22,17.5
NA,169,"2003-06-18",44.27,21.611,86.383,19.599,898.497,0.948,374.76,11.611,9.408,0.348,4.038,28.64,17.41
NA,170,"2003-06-19",1.78,21.548,85.591,17.742,898.225,0.818,374.76,11.548,8.516,0.364,4.007,27.36,17.56
NA,171,"2003-06-20",1.14,21.884,88.122,15.299,898.463,0.76,374.76,11.884,7.343,0.423,3.336,26.45,17.54
NA,172,"2003-06-21",0.06,23.288,84.479,23.657,898.566,0.944,374.76,13.287,11.355,0.288,4.963,28.6,18.72
NA,173,"2003-06-22",7.36,22.004,82.616,18.265,898.536,0.78,374.76,12.004,8.767,0.362,5.342,29.18,18.25
NA,174,"2003-06-23",52.98,21.974,82.585,16.598,897.551,0.883,374.76,11.974,7.967,0.406,4.919,27.03,18.89
NA,175,"2003-06-24",0,22.416,82.76,20.699,897.225,0.846,374.76,12.416,9.936,0.336,5.1,28.05,16.96
NA,176,"2003-06-25",13.22,21.686,83.505,23.027,897.81,1.121,374.76,11.686,11.053,0.296,4.796,28.48,17.44
NA,177,"2003-06-26",7.99,20.522,87.576,12.242,899.256,0.835,374.76,10.522,5.876,0.469,3.12,25.76,17.78
NA,178,"2003-06-27",54.02,20.438,89.488,10.983,899.574,0.764,374.76,10.438,5.272,0.451,2.764,27.67,16.92
NA,179,"2003-06-28",9.38,20.035,88.398,7.479,900.093,0.736,374.76,10.035,3.59,0.498,2.849,23.15,16.9
NA,180,"2003-06-29",10.34,19.664,89.654,11.259,898.934,0.708,374.76,9.664,5.404,0.453,2.467,24.25,17.14
NA,181,"2003-06-30",4.16,21.063,87.712,18.017,898.232,0.77,374.76,11.063,8.648,0.379,3.429,26.73,17.29
NA,182,"2003-07-01",0.07,21.436,84.824,20.172,897.782,0.877,374.76,11.436,9.683,0.331,4.273,27.23,16.95
NA,183,"2003-07-02",0.14,21.894,83.209,16.963,897.496,0.764,374.76,11.894,8.142,0.37,4.783,28.9,17.79
NA,184,"2003-07-03",0.07,20.991,82.986,12.725,898.47,0.714,374.76,10.991,6.108,0.463,4.388,28.1,17.31
NA,185,"2003-07-04",17.43,20.386,85.276,10.078,899.264,0.763,374.76,10.386,4.837,0.499,3.718,24.5,17.94
NA,186,"2003-07-05",2.73,19.829,83.697,11.541,899.767,0.686,374.76,9.829,5.54,0.463,4.028,24.55,16.78
NA,187,"2003-07-06",0,21.508,82.21,19.272,899.386,0.971,374.76,11.508,9.25,0.352,4.752,26.17,16.42
NA,188,"2003-07-07",5.49,20.042,88.823,6.762,898.754,0.677,374.76,10.042,3.246,0.514,2.612,22.46,17.71
NA,189,"2003-07-08",0.14,20.751,72.146,21.96,899.89,1.088,374.76,10.751,10.541,0.29,7.512,27.49,15.08
NA,190,"2003-07-09",10.62,19.77,79.398,4.714,899.998,0.676,374.76,9.77,2.262,0.517,5.085,27.16,16.13
NA,191,"2003-07-10",5.44,21.583,83.62,14.234,899.306,1.215,374.76,11.583,6.832,0.416,4.341,25.48,18.01
NA,192,"2003-07-11",18.53,21.532,89.091,9.055,898.227,0.932,374.76,11.532,4.346,0.51,2.923,25,17.97
NA,193,"2003-07-12",110.59,21.246,92.142,11.792,899.214,1.079,374.76,11.246,5.66,0.435,2.205,26.38,19.27
NA,194,"2003-07-13",19.9,19.639,90.314,7.572,899.946,1.157,374.76,9.639,3.634,0.501,2.313,23.32,17.59
NA,195,"2003-07-14",2.63,19.392,85.023,12.402,899.037,0.556,374.76,9.392,5.953,0.457,3.616,25.31,16.39
NA,196,"2003-07-15",16.57,21.289,82.823,23.515,898.154,0.578,374.76,11.289,11.287,0.286,4.832,27.06,15.43
NA,197,"2003-07-16",0.77,21.635,89.519,16.818,898.748,0.414,374.76,11.635,8.073,0.383,3.103,27.38,17.89
NA,198,"2003-07-17",7.74,20.786,87.096,12.901,898.231,0.254,374.76,10.786,6.192,0.454,3.371,26.74,17.78
NA,199,"2003-07-18",2.47,21.061,88.515,12.942,897.825,0.599,374.76,11.061,6.212,0.423,3.12,26.71,17.62
NA,200,"2003-07-19",0,20.719,87.653,9.962,898.273,0.829,374.76,10.719,4.782,0.471,3.107,24.59,18.22
NA,201,"2003-07-20",50.56,21.426,87.042,11.873,899.167,0.904,374.76,11.426,5.699,0.453,3.457,27.17,18.35
NA,202,"2003-07-21",13.29,21.93,79.533,20.52,899.184,0.81,374.76,11.93,9.849,0.34,5.948,27.72,17.02
NA,203,"2003-07-22",0,21.621,79.878,19.407,897.91,0.832,374.76,11.621,9.316,0.362,5.622,27.62,16.17
NA,204,"2003-07-23",0.29,21.636,85.703,17.237,897.4,1.039,374.76,11.636,8.274,0.374,3.847,25.94,18.07
NA,205,"2003-07-24",23.66,20.787,87.412,6.272,897.923,1.134,374.76,10.787,3.01,0.503,3.188,25.2,18.38
NA,206,"2003-07-25",5.63,22.626,82.948,24.502,899.248,0.647,374.76,12.626,11.761,0.271,5.224,28.03,17.76
NA,207,"2003-07-26",0,20.341,91.44,14.028,897.789,0.659,374.76,10.341,6.733,0.432,2.307,24.61,17.45
NA,208,"2003-07-27",0,20.301,90.778,24.219,897.856,0.649,374.76,10.301,11.625,0.272,2.541,25.33,17.93
NA,209,"2003-07-28",0,20.602,90.275,11.543,897.155,0.375,374.76,10.602,5.541,0.479,2.687,27.52,17.32
NA,210,"2003-07-29",0,20.325,90.798,20.659,896.969,0.582,374.76,10.325,9.916,0.326,2.515,24.96,17.69
NA,211,"2003-07-30",0,18.84,97.059,22.665,896.516,0.72,374.76,8.84,10.879,0.289,0.642,21.88,17.45
NA,212,"2003-07-31",0,20.151,92.461,25.016,896.599,0.858,374.76,10.151,12.008,0.246,1.998,24.23,17.02
NA,213,"2003-08-01",0,20.639,90.754,18.05,896.062,0.688,374.76,10.639,8.664,0.382,2.589,25.56,16.65
NA,214,"2003-08-02",0,20.673,93.634,22.134,895.314,0.634,374.76,10.673,10.624,0.317,1.674,24.89,19.05
NA,215,"2003-08-03",0,18.523,97.087,14.234,895.248,0.484,374.76,8.523,6.832,0.439,0.621,19.63,17.47
NA,216,"2003-08-04",0,18.36,97.254,15.834,894.878,0.479,374.76,8.36,7.601,0.423,0.599,21.58,16.91
NA,217,"2003-08-05",0,19.28,88.434,11.468,895.808,0.363,374.76,9.28,5.505,0.474,2.765,22.79,16.18
NA,218,"2003-08-06",0,19.433,86.266,23.052,896.337,0.715,374.76,9.433,11.065,0.296,3.497,25.75,15.4
NA,219,"2003-08-07",0,21.146,83.54,8.736,896.297,0.318,374.76,11.146,4.193,0.498,5.022,27.27,16.24
NA,220,"2003-08-08",0,20.044,89.42,25.504,896.605,0.892,374.76,10.044,12.242,0.244,2.848,26.35,16.48
NA,221,"2003-08-09",0,20.672,84.279,15.087,896.16,0.51,374.76,10.672,7.242,0.422,4.64,27.02,16.14
NA,222,"2003-08-10",0,20.703,83.46,21.572,896.446,0.651,374.76,10.703,10.354,0.319,4.889,26.67,15.05
NA,223,"2003-08-11",0,20.955,81.974,17.813,897.857,0.554,374.76,10.955,8.55,0.374,5.504,26.96,16.05
NA,224,"2003-08-12",0,20.885,81.672,10.106,897.556,0.549,374.76,10.885,4.851,0.49,5.466,27.22,14.64
NA,225,"2003-08-13",0,20.963,85.422,20.806,897.379,0.693,374.76,10.963,9.987,0.354,4.511,27.13,16.24
NA,226,"2003-08-14",0,19.878,90.425,22.64,898.322,0.657,374.76,9.878,10.867,0.296,2.572,25.07,16.16
NA,227,"2003-08-15",0,20.277,88.927,23.693,897.722,0.706,374.76,10.277,11.373,0.29,3.125,25.05,16.42
NA,228,"2003-08-16",0,19.915,92.705,22.412,896.925,0.616,374.76,9.915,10.758,0.296,1.978,26.53,17.11
NA,229,"2003-08-17",0,20.513,87.488,14.782,896.96,0.548,374.76,10.513,7.096,0.44,3.672,26.51,16.42
NA,230,"2003-08-18",0,19.885,92.292,16.581,896.219,0.567,374.76,9.885,7.959,0.408,1.941,23.16,17.37
NA,231,"2003-08-19",0,21.741,85.544,18.982,894.846,0.634,374.76,11.741,9.111,0.352,4.538,27,16.22
NA,232,"2003-08-20",0,22.282,84.852,18.356,893.906,0.62,374.76,12.282,8.811,0.369,4.813,28.47,17.19
NA,233,"2003-08-21",0,22.384,83.259,16.588,895.263,0.533,374.76,12.384,7.962,0.399,5.34,30.11,17.09
NA,234,"2003-08-22",0,23.361,82.911,24.644,896.039,0.762,374.76,13.361,11.829,0.276,5.661,29.04,18.92
NA,235,"2003-08-23",0,21.09,89.558,9.68,895.719,0.451,374.76,11.09,4.646,0.469,2.831,27.04,17.79
NA,236,"2003-08-24",0,21.979,84.79,15.555,895.366,0.608,374.76,11.979,7.466,0.419,4.584,29.56,17.15
NA,237,"2003-08-25",0,20.443,90.227,8.172,895.876,0.324,374.76,10.443,3.923,0.515,2.426,24.2,17.3
NA,238,"2003-08-26",17.04,21.573,85.833,17.73,897.351,0.586,374.76,11.572,8.511,0.373,4.336,28.48,17.37
NA,239,"2003-08-27",19.95,21.27,86.864,13.752,899.03,0.392,374.76,11.27,6.601,0.444,3.654,26.87,17.94
NA,240,"2003-08-28",18.22,21.02,92.32,9.029,900.82,0.148,374.76,11.02,4.334,0.491,1.966,24.41,18.75
NA,241,"2003-08-29",10.14,21.247,90.637,13.082,900.131,0.457,374.76,11.247,6.279,0.449,2.665,27.09,18.42
NA,242,"2003-08-30",13.82,20.651,87.804,14.264,898.358,0.547,374.76,10.651,6.847,0.453,3.226,26.45,16.97
NA,243,"2003-08-31",1.63,20.079,90.474,9.605,899.322,0.376,374.76,10.079,4.61,0.486,2.366,25.37,16.93
NA,244,"2003-09-01",6.03,20.846,89.302,15.657,900.113,0.529,374.76,10.846,7.515,0.418,2.904,26.56,17.13
NA,245,"2003-09-02",1.7,21.968,87.121,16.701,899.535,0.446,374.76,11.968,8.017,0.404,3.674,27.44,18.02
NA,246,"2003-09-03",1.77,22.675,82.713,19.25,898.345,0.704,374.76,12.675,9.24,0.373,5.259,28.7,18.61
NA,247,"2003-09-04",0.68,23.859,82.35,23.002,897.803,0.683,374.76,13.859,11.041,0.296,6.012,30.26,19.12
NA,248,"2003-09-05",2.61,22.9,85.044,13.838,897.269,0.531,374.76,12.9,6.642,0.426,4.52,27.25,18.46
NA,249,"2003-09-06",7.49,22.209,85.405,23.959,896.989,0.698,374.76,12.209,11.5,0.281,4.598,28.46,17.4
NA,250,"2003-09-07",26.57,21.486,87.986,15.947,896.625,0.52,374.76,11.486,7.655,0.403,3.527,27.75,17.36
NA,251,"2003-09-08",1.2,21.503,88.679,11.212,896.67,0.343,374.76,11.503,5.382,0.453,3.132,26.28,18.09
NA,252,"2003-09-09",46.15,21.947,87.551,16.948,897.248,0.606,374.76,11.947,8.135,0.386,3.666,27.85,18.59
NA,253,"2003-09-10",5.63,22.041,84.868,17.313,896.856,0.558,374.76,12.041,8.31,0.398,4.401,28.37,18.4
NA,254,"2003-09-11",0,21.514,85.891,17.526,896.673,0.493,374.76,11.514,8.413,0.367,3.822,25.94,18.08
NA,255,"2003-09-12",30.76,21.133,84.745,12.726,896.955,0.505,374.76,11.133,6.108,0.423,4.42,27.24,17.45
NA,256,"2003-09-13",14.96,20.54,86.657,10.134,897.918,0.309,374.76,10.54,4.864,0.482,3.477,26.62,18.34
NA,257,"2003-09-14",31.93,21.147,85.011,14.423,897.371,0.553,374.76,11.147,6.923,0.407,4.281,28.63,17.8
NA,258,"2003-09-15",6.17,21.071,83.097,12.405,897.178,0.469,374.76,11.071,5.955,0.455,4.524,25.81,17.15
NA,259,"2003-09-16",34.78,21.72,85.231,18.929,897.085,0.592,374.76,11.72,9.086,0.36,4.312,27.18,16.78
NA,260,"2003-09-17",27.25,21.039,93.148,10.786,896.695,0.257,374.76,11.039,5.177,0.459,1.964,25.97,18.6
NA,261,"2003-09-18",3.97,21.155,91.088,11.82,895.48,0.353,374.76,11.155,5.674,0.469,2.413,26.45,17.28
NA,262,"2003-09-19",1.48,20.791,90.405,6.988,895.927,0.328,374.76,10.791,3.354,0.5,2.519,25.96,18.48
NA,263,"2003-09-20",1.3,21.648,83.154,8.751,896.613,0.616,374.76,11.648,4.2,0.502,4.794,27.1,18.45
NA,264,"2003-09-21",20.83,20.966,87.756,11.102,896.842,0.411,374.76,10.966,5.329,0.459,3.489,29.38,17.43
NA,265,"2003-09-22",5.13,23.943,78.491,19.956,894.706,0.965,374.76,13.943,9.579,0.348,8.032,32.74,18.17
NA,266,"2003-09-23",3.74,21.479,90.753,10.445,895.101,0.331,374.76,11.479,5.014,0.493,2.526,25.59,18.15
NA,267,"2003-09-24",9.59,22.069,88.998,13.335,897.142,0.48,374.76,12.069,6.401,0.435,3.231,27.89,19.08
NA,268,"2003-09-25",0.45,22.149,87.144,12.341,897.847,0.269,374.76,12.149,5.923,0.421,3.578,26.9,19.07
NA,269,"2003-09-26",0.05,22.822,84.867,13.771,897.25,0.354,374.76,12.822,6.61,0.404,4.478,28.09,19.04
NA,270,"2003-09-27",0.06,23.413,82.989,23.556,897.167,0.697,374.76,13.413,11.307,0.242,5.475,29.38,18.62
NA,271,"2003-09-28",0.28,22.112,84.303,13.435,897.087,0.354,374.76,12.112,6.449,0.383,4.317,27.59,19.36
NA,272,"2003-09-29",7.12,21.161,87.863,9.426,897.332,0.316,374.76,11.161,4.524,0.428,3.204,25.41,18.63
NA,273,"2003-09-30",8.87,20.647,87.498,12.852,898.28,0.434,374.76,10.647,6.169,0.395,3.315,26.97,17.33
NA,274,"2003-10-01",0.57,23.64,81.143,23.408,899.498,0.628,374.76,13.64,11.236,0.251,6.086,29.77,19.78
NA,275,"2003-10-02",26.48,21.878,87.852,12.51,898.885,0.361,374.76,11.878,6.005,0.396,3.439,27.33,18.74
NA,276,"2003-10-03",1.36,21.941,90.145,12.489,897.621,0.238,374.76,11.941,5.995,0.416,2.767,27.23,17.86
NA,277,"2003-10-04",8.81,22.08,90.299,15.869,898.615,0.376,374.76,12.08,7.617,0.356,2.875,27.37,19.3
NA,278,"2003-10-05",0.51,22.57,83.019,22.268,899.351,0.677,374.76,12.57,10.689,0.264,5.042,28.46,17.71
NA,279,"2003-10-06",9.85,20.691,82.875,11.818,898.814,0.525,374.76,10.691,5.673,0.43,4.312,25.97,16.68
NA,280,"2003-10-07",0.57,20.91,81.517,21.227,898.466,0.651,374.76,10.91,10.189,0.287,4.836,26.9,16.3
NA,281,"2003-10-08",0.29,20.136,90.532,8.122,898.66,0.13,374.76,10.136,3.899,0.458,2.277,23.35,17.49
NA,282,"2003-10-09",0.05,21.602,79.97,24.75,897.512,0.726,374.76,11.602,11.88,0.213,5.792,27.36,16.07
NA,283,"2003-10-10",0.12,21.288,80.6,21.036,897.535,0.618,374.76,11.288,10.097,0.276,5.449,27.95,16.79
NA,284,"2003-10-11",0,20.52,82.755,16.438,898.666,0.522,374.76,10.52,7.89,0.362,4.68,27.23,16.37
NA,285,"2003-10-12",0.05,21.708,84.329,18.647,897.951,0.4,374.76,11.708,8.951,0.325,4.483,28.25,16.45
NA,286,"2003-10-13",0.95,20.575,87.918,11.49,896.522,0.221,374.76,10.575,5.515,0.422,3.026,23.84,18.39
NA,287,"2003-10-14",6.2,20.742,89.679,7.231,895.524,0.114,374.76,10.742,3.471,0.472,2.619,24.26,18.36
NA,288,"2003-10-15",1.14,20.769,90.338,10.417,895.855,0.157,374.76,10.769,5,0.449,2.531,24.34,18.82
NA,289,"2003-10-16",0.56,21.033,83.014,9.331,895.585,0.214,374.76,11.033,4.479,0.445,4.44,24.94,18.06
NA,290,"2003-10-17",34.25,20.025,82.394,8.023,895.591,0.203,374.76,10.025,3.851,0.459,4.21,23.32,17.67
NA,291,"2003-10-18",2.35,20.102,80.884,9.895,895.984,0.239,374.76,10.102,4.75,0.456,4.617,24.04,17
NA,292,"2003-10-19",0.68,19.676,90.304,14.963,896.249,0.414,374.76,9.676,7.182,0.351,2.242,22.23,17.91
NA,293,"2003-10-20",1.22,20.443,80.173,15.387,896.56,0.442,374.76,10.443,7.386,0.353,5.127,24.32,16.92
NA,294,"2003-10-21",12.54,20.35,80.032,19.238,896.582,0.565,374.76,10.35,9.234,0.293,5.086,24.87,17.46
NA,295,"2003-10-22",1.14,19.943,82.198,14.275,896.566,0.386,374.76,9.943,6.852,0.394,4.469,24.37,17.2
NA,296,"2003-10-23",5.07,20.71,85.266,11.831,896.566,0.438,374.76,10.71,5.679,0.408,3.849,24.87,17.39
NA,297,"2003-10-24",0.98,20.092,91.987,8.814,896.583,0.202,374.76,10.092,4.231,0.455,1.935,22.73,18.9
NA,298,"2003-10-25",0.77,19.747,94.355,9.857,897.238,0.25,374.76,9.747,4.732,0.451,1.331,21.77,18.58
NA,299,"2003-10-26",17.51,19.99,93.831,12.208,897.338,0.325,374.76,9.99,5.86,0.403,1.715,25.49,17.52
NA,300,"2003-10-27",7.62,21.325,90.547,18.818,898.038,0.521,374.76,11.325,9.033,0.318,2.902,27.54,17.58
NA,301,"2003-10-28",3.26,20.395,91.67,13.81,898.101,0.478,374.76,10.395,6.629,0.391,2.326,25.67,16.31
NA,302,"2003-10-29",0.65,20.091,90.566,11.353,897.761,0.425,374.76,10.091,5.45,0.413,2.558,26.39,16.63
NA,303,"2003-10-30",0.67,20.338,83.465,20.71,897.728,0.677,374.76,10.338,9.941,0.267,4.433,27.2,15.06
NA,304,"2003-10-31",0.31,20.146,88.633,12.302,898.363,0.44,374.76,10.146,5.905,0.412,2.942,23.72,16.97
NA,305,"2003-11-01",4.66,20.38,84.758,15.812,898.528,0.588,374.76,10.38,7.59,0.351,4.088,26.22,15.07
NA,306,"2003-11-02",5.54,19.794,84.618,10.687,898.401,0.23,374.76,9.794,5.13,0.404,4.182,26.32,15.37
NA,307,"2003-11-03",1.22,20.115,90.294,13.433,897.695,0.483,374.76,10.115,6.448,0.383,2.738,26.44,15.4
NA,308,"2003-11-04",15.79,17.678,95.036,4.733,898.428,0.37,374.76,7.678,2.272,0.477,0.964,19.14,15.78
NA,309,"2003-11-05",16.4,18.935,80.412,15.648,900.018,0.699,374.76,8.935,7.511,0.355,4.76,23.6,15.86
NA,310,"2003-11-06",13.56,16.5,97.617,2.936,899.609,0.114,374.76,6.5,1.409,0.479,0.444,17.15,15.54
NA,311,"2003-11-07",20.27,18.159,95.604,8.325,898.451,0.316,374.76,8.159,3.996,0.453,1.003,22.59,15.54
NA,312,"2003-11-08",5.23,18.784,93.701,5.929,897.863,0.133,374.76,8.784,2.846,0.478,1.366,21.12,17.07
NA,313,"2003-11-09",4.99,20.778,90.873,13.088,897.07,0.449,374.76,10.778,6.282,0.405,2.529,25.74,16.16
NA,314,"2003-11-10",8.99,20.08,96.824,8.309,896.884,0.268,374.76,10.08,3.988,0.46,0.84,24.64,17.62
NA,315,"2003-11-11",9.09,19.983,89.171,14.435,897.738,0.538,374.76,9.982,6.929,0.374,2.921,26.52,15.96
NA,316,"2003-11-12",0.4,20.107,86.271,19.58,898.538,0.605,374.76,10.107,9.399,0.28,3.675,25.78,15.46
NA,317,"2003-11-13",0.25,20.116,85.584,17.79,898.599,0.55,374.76,10.116,8.539,0.315,3.885,25.87,14.82
NA,318,"2003-11-14",0.3,20.832,87.154,17.157,898.536,0.608,374.76,10.832,8.235,0.317,3.5,25.06,16.85
NA,319,"2003-11-15",4.62,19.451,93.496,8.217,898.932,0.368,374.76,9.451,3.944,0.46,1.506,22.02,17.11
NA,320,"2003-11-16",8.19,20.719,85.05,20.04,899.305,0.598,374.76,10.719,9.619,0.265,4.561,27.01,16.54
NA,321,"2003-11-17",10.82,19.118,93.281,11.759,899.822,0.579,374.76,9.118,5.644,0.417,1.714,24.33,16.64
NA,322,"2003-11-18",19.76,17.624,99.279,3.935,899.505,0.37,374.76,7.624,1.889,0.479,0.145,18.82,16.75
NA,323,"2003-11-19",46.5,18.156,99.1,3.886,898.226,0.259,374.76,8.156,1.865,0.479,0.189,19.49,16.61
NA,324,"2003-11-20",48.22,19.04,98.722,6.473,897.199,0.303,374.76,9.04,3.107,0.471,0.294,21.18,18.04
NA,325,"2003-11-21",23.26,20.098,96.953,8.274,896.411,0.466,374.76,10.098,3.971,0.448,0.802,23.57,18.26
NA,326,"2003-11-22",7.5,18.45,97.813,5.74,897.732,0.524,374.76,8.45,2.755,0.476,0.471,20.07,15.11
NA,327,"2003-11-23",5.43,17.875,91.778,4.448,899.57,0.339,374.76,7.875,2.135,0.479,2.161,26.73,13.72
NA,328,"2003-11-24",4.86,19.688,88.109,4.392,899.54,0.279,374.76,9.688,2.108,0.479,3.279,24.95,15.04
NA,329,"2003-11-25",0.95,19.882,90.343,7.923,895.326,0.347,374.76,9.882,3.803,0.447,2.456,25.62,17.44
NA,330,"2003-11-26",17.97,19.573,89.429,11.104,893.967,0.615,374.76,9.573,5.33,0.408,2.655,25.31,17.02
NA,331,"2003-11-27",39.76,17.578,94.927,3.488,894.163,0.507,374.76,7.578,1.674,0.479,1.027,20.08,16.65
NA,332,"2003-11-28",1.86,18.557,94.118,5.816,895.409,0.339,374.76,8.557,2.792,0.473,1.293,21.43,16.96
NA,333,"2003-11-29",7.19,19.278,92.471,5.09,896.376,0.305,374.76,9.278,2.443,0.461,1.77,24.13,17.71
NA,334,"2003-11-30",35.07,18.668,92.028,2.308,896.597,0.5,374.76,8.668,1.108,0.479,1.745,21.54,17.64
NA,335,"2003-12-01",36.05,17.361,94.493,3.314,896.315,0.664,374.76,7.361,1.59,0.479,1.098,18.91,14.32
NA,336,"2003-12-02",8.49,16.101,92.178,3.341,896.763,0.425,374.76,6.101,1.604,0.479,1.524,19.59,13.2
NA,337,"2003-12-03",12.35,15.954,94.92,4.055,897.084,0.432,374.76,5.954,1.947,0.478,0.933,19.3,14.04
NA,338,"2003-12-04",5.71,16.935,88.877,12.367,897.355,0.399,374.76,6.935,5.936,0.394,2.472,21.93,13.4
NA,339,"2003-12-05",39.8,17.567,91.596,7.514,897.901,0.391,374.76,7.567,3.607,0.449,1.826,21.31,15.48
NA,340,"2003-12-06",43.66,17.246,95.45,1.457,897.776,0.462,374.76,7.246,0.699,0.479,0.894,18.14,16.55
NA,341,"2003-12-07",35.98,17.117,95.256,4.487,897.155,0.368,374.76,7.117,2.154,0.475,0.941,22.68,14.28
NA,342,"2003-12-08",8.58,15.707,95.233,3.859,896.688,0.158,374.76,5.707,1.852,0.479,0.861,20.83,12.95
NA,343,"2003-12-09",1.94,16.079,93.886,2.841,897.184,0.177,374.76,6.079,1.364,0.479,1.128,19.25,12.83
NA,344,"2003-12-10",20.82,16.232,92.263,8.281,898.153,0.342,374.76,6.232,3.975,0.433,1.542,21.2,12.76
NA,345,"2003-12-11",12.36,17.505,95.45,2.761,898.365,0.277,374.76,7.505,1.326,0.479,0.911,19.11,13.91
NA,346,"2003-12-12",1.92,19.482,90.019,12.701,897.345,0.42,374.76,9.482,6.096,0.369,2.564,24.86,15.51
NA,347,"2003-12-13",0,18.425,83.462,15.345,896.709,0.454,374.76,8.425,7.365,0.341,4.016,23.95,12.79
NA,348,"2003-12-14",0,18.701,80.924,17.62,896.89,0.708,374.76,8.701,8.457,0.302,4.846,25.55,13.24
NA,349,"2003-12-15",0.96,18.668,82.24,13.139,896.92,0.527,374.76,8.668,6.307,0.385,4.18,24.13,13.14
NA,350,"2003-12-16",0,20.053,75.894,18.846,895.126,0.57,374.76,10.053,9.046,0.279,6.341,26.22,13.8
NA,351,"2003-12-17",0,20.083,82.209,16.325,894.132,0.617,374.76,10.083,7.836,0.325,4.759,25.68,14.15
NA,352,"2003-12-18",0,20.693,83.13,13.823,895.472,0.518,374.76,10.693,6.635,0.383,4.511,25.97,16.64
NA,353,"2003-12-19",4.68,19.299,84.003,6.513,897.026,0.948,374.76,9.299,3.126,0.453,3.789,24.54,16.05
NA,354,"2003-12-20",6.66,19.097,78.886,8.773,896.82,1.064,374.76,9.097,4.211,0.423,5.088,24.42,16.51
NA,355,"2003-12-21",6.6,17.194,88.077,2.624,897.355,0.262,374.76,7.194,1.259,0.478,2.463,20.98,14.99
NA,356,"2003-12-22",1.89,18.428,83.955,8.54,897.665,0.4,374.76,8.428,4.099,0.417,3.656,24.9,14.61
NA,357,"2003-12-23",0,19.75,79.771,16.014,897.761,0.77,374.76,9.75,7.687,0.327,5.246,27,13.85
NA,358,"2003-12-24",56.88,17.219,93.047,2.322,897.878,0.792,374.76,7.219,1.114,0.478,1.385,19.68,15.28
NA,359,"2003-12-25",20.88,18.384,89.56,2.729,897.834,0.522,374.76,8.384,1.31,0.477,2.266,22.51,16.29
NA,360,"2003-12-26",11.23,19.379,87.707,16.278,899.937,0.821,374.76,9.379,7.814,0.321,3.531,26.06,14.42
NA,361,"2003-12-27",1.39,18.854,96.149,16.651,900.892,0.799,374.76,8.854,7.992,0.319,0.887,22.32,16.51
NA,362,"2003-12-28",7.14,19.64,92.809,9.232,902.872,0.732,374.76,9.64,4.432,0.434,2.041,25.71,15.81
NA,363,"2003-12-29",20.11,18.745,92.31,7.529,902.323,0.464,374.76,8.745,3.614,0.442,1.889,25.51,15.1
NA,364,"2003-12-30",20.7,19.106,89.48,4.496,900.891,0.379,374.76,9.106,2.158,0.477,2.894,25.88,15.57
NA,365,"2003-12-31",34.51,17.864,91.135,4.482,899.906,0.373,374.76,7.864,2.152,0.479,2.142,24.01,13.55
NA,1,"2004-01-01",0,18.724,81.089,16.383,899.947,0.661,376.812,8.724,7.864,0.325,5.213,25.42,13.44
NA,2,"2004-01-02",0.05,18.85,87.166,21.418,900.295,0.95,376.812,8.85,10.281,0.24,3.547,25.66,14.79
NA,3,"2004-01-03",0.05,18.814,87.737,18.069,899.72,0.768,376.812,8.814,8.673,0.292,3.258,25.44,14.64
NA,4,"2004-01-04",0,18.964,86.081,20.457,898.989,0.807,376.812,8.964,9.82,0.257,3.757,24.98,14.77
NA,5,"2004-01-05",0,18.449,91.581,19.193,897.764,0.796,376.812,8.449,9.212,0.279,1.901,22.71,15.44
